population,state_code,state,date
1754.0,MN,Minnesota,1900/01
1805.0,MN,Minnesota,1901/01
1862.0,MN,Minnesota,1902/01
1901.0,MN,Minnesota,1903/01
1945.0,MN,Minnesota,1904/01
1981.0,MN,Minnesota,1905/01
1987.0,MN,Minnesota,1906/01
1995.0,MN,Minnesota,1907/01
2020.0,MN,Minnesota,1908/01
2051.0,MN,Minnesota,1909/01
2086.0,MN,Minnesota,1910/01
2119.0,MN,Minnesota,1911/01
2147.0,MN,Minnesota,1912/01
2190.0,MN,Minnesota,1913/01
2234.0,MN,Minnesota,1914/01
2273.0,MN,Minnesota,1915/01
2308.0,MN,Minnesota,1916/01
2329.0,MN,Minnesota,1917/01
2291.0,MN,Minnesota,1918/01
2346.0,MN,Minnesota,1919/01
2403.0,MN,Minnesota,1920/01
2434.0,MN,Minnesota,1921/01
2451.0,MN,Minnesota,1922/01
2487.0,MN,Minnesota,1923/01
2521.0,MN,Minnesota,1924/01
2540.0,MN,Minnesota,1925/01
2560.0,MN,Minnesota,1926/01
2588.0,MN,Minnesota,1927/01
2592.0,MN,Minnesota,1928/01
2572.0,MN,Minnesota,1929/01
2576.0,MN,Minnesota,1930/01
2614.0,MN,Minnesota,1931/01
2646.0,MN,Minnesota,1932/01
2673.0,MN,Minnesota,1933/01
2695.0,MN,Minnesota,1934/01
2717.0,MN,Minnesota,1935/01
2734.0,MN,Minnesota,1936/01
2746.0,MN,Minnesota,1937/01
2753.0,MN,Minnesota,1938/01
2771.0,MN,Minnesota,1939/01
2790.0,MN,Minnesota,1940/01
2718.0,MN,Minnesota,1941/01
2662.0,MN,Minnesota,1942/01
2577.0,MN,Minnesota,1943/01
2526.0,MN,Minnesota,1944/01
2537.0,MN,Minnesota,1945/01
2734.0,MN,Minnesota,1946/01
2796.0,MN,Minnesota,1947/01
2868.0,MN,Minnesota,1948/01
2935.0,MN,Minnesota,1949/01
2997.0,MN,Minnesota,1950/01
3010.0,MN,Minnesota,1951/01
3030.0,MN,Minnesota,1952/01
3050.0,MN,Minnesota,1953/01
3113.0,MN,Minnesota,1954/01
3172.0,MN,Minnesota,1955/01
3240.0,MN,Minnesota,1956/01
3274.0,MN,Minnesota,1957/01
3313.0,MN,Minnesota,1958/01
3366.0,MN,Minnesota,1959/01
3425.0,MN,Minnesota,1960/01
3470.0,MN,Minnesota,1961/01
3513.0,MN,Minnesota,1962/01
3531.0,MN,Minnesota,1963/01
3558.0,MN,Minnesota,1964/01
3592.0,MN,Minnesota,1965/01
3617.0,MN,Minnesota,1966/01
3659.0,MN,Minnesota,1967/01
3703.0,MN,Minnesota,1968/01
3758.0,MN,Minnesota,1969/01
3806.103,MN,Minnesota,1970/01
3853.486,MN,Minnesota,1971/01
3869.747,MN,Minnesota,1972/01
3889.332,MN,Minnesota,1973/01
3903.925,MN,Minnesota,1974/01
3932.515,MN,Minnesota,1975/01
3964.68,MN,Minnesota,1976/01
3989.364,MN,Minnesota,1977/01
4015.341,MN,Minnesota,1978/01
4050.316,MN,Minnesota,1979/01
4085.017,MN,Minnesota,1980/01
4111.728,MN,Minnesota,1981/01
4131.45,MN,Minnesota,1982/01
4141.456,MN,Minnesota,1983/01
4157.706,MN,Minnesota,1984/01
4184.302,MN,Minnesota,1985/01
4205.212,MN,Minnesota,1986/01
4235.136,MN,Minnesota,1987/01
4296.166,MN,Minnesota,1988/01
4338.057,MN,Minnesota,1989/01
4387.283,MN,Minnesota,1990/01
4427.429,MN,Minnesota,1991/01
4471.503,MN,Minnesota,1992/01
4521.709,MN,Minnesota,1993/01
4566.028,MN,Minnesota,1994/01
4605.445,MN,Minnesota,1995/01
4647.723,MN,Minnesota,1996/01
4687.726,MN,Minnesota,1997/01
4726.411,MN,Minnesota,1998/01
4775.508,MN,Minnesota,1999/01
4933.692,MN,Minnesota,2000/01
4982.796,MN,Minnesota,2001/01
5018.935,MN,Minnesota,2002/01
5053.572,MN,Minnesota,2003/01
5087.713,MN,Minnesota,2004/01
5119.598,MN,Minnesota,2005/01
5163.555,MN,Minnesota,2006/01
5207.203,MN,Minnesota,2007/01
5247.018,MN,Minnesota,2008/01
5281.203,MN,Minnesota,2009/01
5310.934,MN,Minnesota,2010/01
5346.62,MN,Minnesota,2011/01
5377.5,MN,Minnesota,2012/01
5414.722,MN,Minnesota,2013/01
5452.665,MN,Minnesota,2014/01
5484.002,MN,Minnesota,2015/01
5525.36,MN,Minnesota,2016/01
5569.283,MN,Minnesota,2017/01
5608.762,MN,Minnesota,2018/01
5640.053,MN,Minnesota,2019/01
5710.735,MN,Minnesota,2020/01
5718.66,MN,Minnesota,2021/01
5721.621,MN,Minnesota,2022/01
5753.048,MN,Minnesota,2023/01
5793.151,MN,Minnesota,2024/01
415.0,OR,Oregon,1900/01
434.0,OR,Oregon,1901/01
454.0,OR,Oregon,1902/01
479.0,OR,Oregon,1903/01
504.0,OR,Oregon,1904/01
530.0,OR,Oregon,1905/01
555.0,OR,Oregon,1906/01
580.0,OR,Oregon,1907/01
610.0,OR,Oregon,1908/01
643.0,OR,Oregon,1909/01
677.0,OR,Oregon,1910/01
692.0,OR,Oregon,1911/01
706.0,OR,Oregon,1912/01
722.0,OR,Oregon,1913/01
736.0,OR,Oregon,1914/01
745.0,OR,Oregon,1915/01
756.0,OR,Oregon,1916/01
763.0,OR,Oregon,1917/01
763.0,OR,Oregon,1918/01
774.0,OR,Oregon,1919/01
788.0,OR,Oregon,1920/01
798.0,OR,Oregon,1921/01
814.0,OR,Oregon,1922/01
833.0,OR,Oregon,1923/01
856.0,OR,Oregon,1924/01
883.0,OR,Oregon,1925/01
905.0,OR,Oregon,1926/01
925.0,OR,Oregon,1927/01
936.0,OR,Oregon,1928/01
947.0,OR,Oregon,1929/01
956.0,OR,Oregon,1930/01
966.0,OR,Oregon,1931/01
972.0,OR,Oregon,1932/01
978.0,OR,Oregon,1933/01
985.0,OR,Oregon,1934/01
1001.0,OR,Oregon,1935/01
1025.0,OR,Oregon,1936/01
1048.0,OR,Oregon,1937/01
1067.0,OR,Oregon,1938/01
1081.0,OR,Oregon,1939/01
1086.0,OR,Oregon,1940/01
1071.0,OR,Oregon,1941/01
1107.0,OR,Oregon,1942/01
1221.0,OR,Oregon,1943/01
1233.0,OR,Oregon,1944/01
1250.0,OR,Oregon,1945/01
1338.0,OR,Oregon,1946/01
1361.0,OR,Oregon,1947/01
1405.0,OR,Oregon,1948/01
1431.0,OR,Oregon,1949/01
1532.0,OR,Oregon,1950/01
1556.0,OR,Oregon,1951/01
1582.0,OR,Oregon,1952/01
1601.0,OR,Oregon,1953/01
1626.0,OR,Oregon,1954/01
1659.0,OR,Oregon,1955/01
1698.0,OR,Oregon,1956/01
1712.0,OR,Oregon,1957/01
1718.0,OR,Oregon,1958/01
1746.0,OR,Oregon,1959/01
1772.0,OR,Oregon,1960/01
1787.0,OR,Oregon,1961/01
1818.0,OR,Oregon,1962/01
1853.0,OR,Oregon,1963/01
1888.0,OR,Oregon,1964/01
1937.0,OR,Oregon,1965/01
1969.0,OR,Oregon,1966/01
1979.0,OR,Oregon,1967/01
2004.0,OR,Oregon,1968/01
2062.0,OR,Oregon,1969/01
2091.533,OR,Oregon,1970/01
2151.022,OR,Oregon,1971/01
2197.297,OR,Oregon,1972/01
2241.932,OR,Oregon,1973/01
2285.013,OR,Oregon,1974/01
2329.661,OR,Oregon,1975/01
2378.262,OR,Oregon,1976/01
2446.673,OR,Oregon,1977/01
2518.298,OR,Oregon,1978/01
2588.012,OR,Oregon,1979/01
2641.218,OR,Oregon,1980/01
2667.982,OR,Oregon,1981/01
2664.922,OR,Oregon,1982/01
2653.066,OR,Oregon,1983/01
2666.588,OR,Oregon,1984/01
2672.652,OR,Oregon,1985/01
2683.528,OR,Oregon,1986/01
2700.991,OR,Oregon,1987/01
2741.297,OR,Oregon,1988/01
2790.575,OR,Oregon,1989/01
2858.547,OR,Oregon,1990/01
2918.745,OR,Oregon,1991/01
2973.934,OR,Oregon,1992/01
3034.49,OR,Oregon,1993/01
3087.142,OR,Oregon,1994/01
3141.421,OR,Oregon,1995/01
3195.087,OR,Oregon,1996/01
3243.254,OR,Oregon,1997/01
3282.055,OR,Oregon,1998/01
3316.154,OR,Oregon,1999/01
3429.708,OR,Oregon,2000/01
3467.937,OR,Oregon,2001/01
3513.424,OR,Oregon,2002/01
3547.376,OR,Oregon,2003/01
3569.463,OR,Oregon,2004/01
3613.202,OR,Oregon,2005/01
3670.883,OR,Oregon,2006/01
3722.417,OR,Oregon,2007/01
3768.748,OR,Oregon,2008/01
3808.6,OR,Oregon,2009/01
3837.614,OR,Oregon,2010/01
3872.672,OR,Oregon,2011/01
3900.102,OR,Oregon,2012/01
3924.11,OR,Oregon,2013/01
3965.447,OR,Oregon,2014/01
4018.542,OR,Oregon,2015/01
4093.271,OR,Oregon,2016/01
4147.294,OR,Oregon,2017/01
4183.538,OR,Oregon,2018/01
4216.116,OR,Oregon,2019/01
4243.779,OR,Oregon,2020/01
4254.28,OR,Oregon,2021/01
4247.372,OR,Oregon,2022/01
4253.653,OR,Oregon,2023/01
4272.371,OR,Oregon,2024/01
2148.0,KY,Kentucky,1900/01
2162.0,KY,Kentucky,1901/01
2177.0,KY,Kentucky,1902/01
2191.0,KY,Kentucky,1903/01
2205.0,KY,Kentucky,1904/01
2220.0,KY,Kentucky,1905/01
2234.0,KY,Kentucky,1906/01
2249.0,KY,Kentucky,1907/01
2263.0,KY,Kentucky,1908/01
2278.0,KY,Kentucky,1909/01
2299.0,KY,Kentucky,1910/01
2324.0,KY,Kentucky,1911/01
2347.0,KY,Kentucky,1912/01
2374.0,KY,Kentucky,1913/01
2395.0,KY,Kentucky,1914/01
2401.0,KY,Kentucky,1915/01
2411.0,KY,Kentucky,1916/01
2421.0,KY,Kentucky,1917/01
2425.0,KY,Kentucky,1918/01
2413.0,KY,Kentucky,1919/01
2421.0,KY,Kentucky,1920/01
2436.0,KY,Kentucky,1921/01
2450.0,KY,Kentucky,1922/01
2480.0,KY,Kentucky,1923/01
2531.0,KY,Kentucky,1924/01
2520.0,KY,Kentucky,1925/01
2545.0,KY,Kentucky,1926/01
2551.0,KY,Kentucky,1927/01
2567.0,KY,Kentucky,1928/01
2606.0,KY,Kentucky,1929/01
2623.0,KY,Kentucky,1930/01
2652.0,KY,Kentucky,1931/01
2676.0,KY,Kentucky,1932/01
2698.0,KY,Kentucky,1933/01
2722.0,KY,Kentucky,1934/01
2748.0,KY,Kentucky,1935/01
2768.0,KY,Kentucky,1936/01
2784.0,KY,Kentucky,1937/01
2800.0,KY,Kentucky,1938/01
2825.0,KY,Kentucky,1939/01
2859.0,KY,Kentucky,1940/01
2824.0,KY,Kentucky,1941/01
2797.0,KY,Kentucky,1942/01
2693.0,KY,Kentucky,1943/01
2631.0,KY,Kentucky,1944/01
2597.0,KY,Kentucky,1945/01
2761.0,KY,Kentucky,1946/01
2803.0,KY,Kentucky,1947/01
2817.0,KY,Kentucky,1948/01
2849.0,KY,Kentucky,1949/01
2936.0,KY,Kentucky,1950/01
2941.0,KY,Kentucky,1951/01
2920.0,KY,Kentucky,1952/01
2903.0,KY,Kentucky,1953/01
2902.0,KY,Kentucky,1954/01
2910.0,KY,Kentucky,1955/01
2898.0,KY,Kentucky,1956/01
2928.0,KY,Kentucky,1957/01
2961.0,KY,Kentucky,1958/01
2999.0,KY,Kentucky,1959/01
3041.0,KY,Kentucky,1960/01
3054.0,KY,Kentucky,1961/01
3079.0,KY,Kentucky,1962/01
3096.0,KY,Kentucky,1963/01
3129.0,KY,Kentucky,1964/01
3140.0,KY,Kentucky,1965/01
3147.0,KY,Kentucky,1966/01
3172.0,KY,Kentucky,1967/01
3195.0,KY,Kentucky,1968/01
3198.0,KY,Kentucky,1969/01
3220.711,KY,Kentucky,1970/01
3298.053,KY,Kentucky,1971/01
3335.728,KY,Kentucky,1972/01
3371.024,KY,Kentucky,1973/01
3416.315,KY,Kentucky,1974/01
3467.769,KY,Kentucky,1975/01
3529.257,KY,Kentucky,1976/01
3573.693,KY,Kentucky,1977/01
3609.976,KY,Kentucky,1978/01
3641.804,KY,Kentucky,1979/01
3664.221,KY,Kentucky,1980/01
3670.394,KY,Kentucky,1981/01
3683.445,KY,Kentucky,1982/01
3694.484,KY,Kentucky,1983/01
3695.453,KY,Kentucky,1984/01
3694.826,KY,Kentucky,1985/01
3687.809,KY,Kentucky,1986/01
3683.329,KY,Kentucky,1987/01
3679.999,KY,Kentucky,1988/01
3677.306,KY,Kentucky,1989/01
3692.584,KY,Kentucky,1990/01
3714.686,KY,Kentucky,1991/01
3756.358,KY,Kentucky,1992/01
3792.288,KY,Kentucky,1993/01
3823.215,KY,Kentucky,1994/01
3855.248,KY,Kentucky,1995/01
3881.051,KY,Kentucky,1996/01
3907.816,KY,Kentucky,1997/01
3934.31,KY,Kentucky,1998/01
3960.825,KY,Kentucky,1999/01
4049.021,KY,Kentucky,2000/01
4068.132,KY,Kentucky,2001/01
4089.875,KY,Kentucky,2002/01
4117.17,KY,Kentucky,2003/01
4146.101,KY,Kentucky,2004/01
4182.742,KY,Kentucky,2005/01
4219.239,KY,Kentucky,2006/01
4256.672,KY,Kentucky,2007/01
4289.878,KY,Kentucky,2008/01
4317.074,KY,Kentucky,2009/01
4348.464,KY,Kentucky,2010/01
4370.817,KY,Kentucky,2011/01
4387.865,KY,Kentucky,2012/01
4406.906,KY,Kentucky,2013/01
4416.992,KY,Kentucky,2014/01
4429.126,KY,Kentucky,2015/01
4440.306,KY,Kentucky,2016/01
4455.59,KY,Kentucky,2017/01
4464.273,KY,Kentucky,2018/01
4472.345,KY,Kentucky,2019/01
4508.318,KY,Kentucky,2020/01
4507.583,KY,Kentucky,2021/01
4519.233,KY,Kentucky,2022/01
4550.595,KY,Kentucky,2023/01
4588.372,KY,Kentucky,2024/01
321.0,ND,North Dakota,1900/01
346.0,ND,North Dakota,1901/01
371.0,ND,North Dakota,1902/01
396.0,ND,North Dakota,1903/01
421.0,ND,North Dakota,1904/01
446.0,ND,North Dakota,1905/01
474.0,ND,North Dakota,1906/01
501.0,ND,North Dakota,1907/01
528.0,ND,North Dakota,1908/01
555.0,ND,North Dakota,1909/01
580.0,ND,North Dakota,1910/01
584.0,ND,North Dakota,1911/01
603.0,ND,North Dakota,1912/01
609.0,ND,North Dakota,1913/01
620.0,ND,North Dakota,1914/01
641.0,ND,North Dakota,1915/01
652.0,ND,North Dakota,1916/01
661.0,ND,North Dakota,1917/01
636.0,ND,North Dakota,1918/01
648.0,ND,North Dakota,1919/01
646.0,ND,North Dakota,1920/01
646.0,ND,North Dakota,1921/01
647.0,ND,North Dakota,1922/01
648.0,ND,North Dakota,1923/01
642.0,ND,North Dakota,1924/01
643.0,ND,North Dakota,1925/01
651.0,ND,North Dakota,1926/01
657.0,ND,North Dakota,1927/01
665.0,ND,North Dakota,1928/01
674.0,ND,North Dakota,1929/01
682.0,ND,North Dakota,1930/01
680.0,ND,North Dakota,1931/01
676.0,ND,North Dakota,1932/01
674.0,ND,North Dakota,1933/01
672.0,ND,North Dakota,1934/01
670.0,ND,North Dakota,1935/01
664.0,ND,North Dakota,1936/01
655.0,ND,North Dakota,1937/01
647.0,ND,North Dakota,1938/01
644.0,ND,North Dakota,1939/01
640.0,ND,North Dakota,1940/01
615.0,ND,North Dakota,1941/01
583.0,ND,North Dakota,1942/01
546.0,ND,North Dakota,1943/01
534.0,ND,North Dakota,1944/01
546.0,ND,North Dakota,1945/01
570.0,ND,North Dakota,1946/01
578.0,ND,North Dakota,1947/01
580.0,ND,North Dakota,1948/01
597.0,ND,North Dakota,1949/01
619.0,ND,North Dakota,1950/01
604.0,ND,North Dakota,1951/01
608.0,ND,North Dakota,1952/01
609.0,ND,North Dakota,1953/01
611.0,ND,North Dakota,1954/01
615.0,ND,North Dakota,1955/01
613.0,ND,North Dakota,1956/01
612.0,ND,North Dakota,1957/01
606.0,ND,North Dakota,1958/01
618.0,ND,North Dakota,1959/01
634.0,ND,North Dakota,1960/01
641.0,ND,North Dakota,1961/01
637.0,ND,North Dakota,1962/01
644.0,ND,North Dakota,1963/01
649.0,ND,North Dakota,1964/01
649.0,ND,North Dakota,1965/01
647.0,ND,North Dakota,1966/01
626.0,ND,North Dakota,1967/01
621.0,ND,North Dakota,1968/01
621.0,ND,North Dakota,1969/01
617.792,ND,North Dakota,1970/01
626.76,ND,North Dakota,1971/01
631.119,ND,North Dakota,1972/01
632.675,ND,North Dakota,1973/01
634.559,ND,North Dakota,1974/01
638.886,ND,North Dakota,1975/01
645.797,ND,North Dakota,1976/01
649.769,ND,North Dakota,1977/01
651.301,ND,North Dakota,1978/01
652.896,ND,North Dakota,1979/01
654.38,ND,North Dakota,1980/01
659.505,ND,North Dakota,1981/01
668.972,ND,North Dakota,1982/01
676.688,ND,North Dakota,1983/01
680.497,ND,North Dakota,1984/01
676.98,ND,North Dakota,1985/01
669.512,ND,North Dakota,1986/01
661.136,ND,North Dakota,1987/01
655.331,ND,North Dakota,1988/01
646.351,ND,North Dakota,1989/01
637.364,ND,North Dakota,1990/01
634.199,ND,North Dakota,1991/01
635.427,ND,North Dakota,1992/01
637.229,ND,North Dakota,1993/01
639.762,ND,North Dakota,1994/01
641.548,ND,North Dakota,1995/01
642.858,ND,North Dakota,1996/01
640.945,ND,North Dakota,1997/01
637.808,ND,North Dakota,1998/01
633.666,ND,North Dakota,1999/01
642.023,ND,North Dakota,2000/01
639.062,ND,North Dakota,2001/01
638.168,ND,North Dakota,2002/01
638.817,ND,North Dakota,2003/01
644.705,ND,North Dakota,2004/01
646.089,ND,North Dakota,2005/01
649.422,ND,North Dakota,2006/01
652.822,ND,North Dakota,2007/01
657.569,ND,North Dakota,2008/01
664.968,ND,North Dakota,2009/01
674.752,ND,North Dakota,2010/01
685.526,ND,North Dakota,2011/01
702.227,ND,North Dakota,2012/01
723.149,ND,North Dakota,2013/01
738.736,ND,North Dakota,2014/01
755.537,ND,North Dakota,2015/01
756.114,ND,North Dakota,2016/01
756.755,ND,North Dakota,2017/01
760.062,ND,North Dakota,2018/01
763.724,ND,North Dakota,2019/01
779.563,ND,North Dakota,2020/01
777.966,ND,North Dakota,2021/01
781.057,ND,North Dakota,2022/01
789.047,ND,North Dakota,2023/01
796.568,ND,North Dakota,2024/01
412.0,NH,New Hampshire,1900/01
412.0,NH,New Hampshire,1901/01
409.0,NH,New Hampshire,1902/01
394.0,NH,New Hampshire,1903/01
407.0,NH,New Hampshire,1904/01
423.0,NH,New Hampshire,1905/01
415.0,NH,New Hampshire,1906/01
423.0,NH,New Hampshire,1907/01
428.0,NH,New Hampshire,1908/01
431.0,NH,New Hampshire,1909/01
431.0,NH,New Hampshire,1910/01
432.0,NH,New Hampshire,1911/01
434.0,NH,New Hampshire,1912/01
439.0,NH,New Hampshire,1913/01
442.0,NH,New Hampshire,1914/01
443.0,NH,New Hampshire,1915/01
445.0,NH,New Hampshire,1916/01
447.0,NH,New Hampshire,1917/01
440.0,NH,New Hampshire,1918/01
443.0,NH,New Hampshire,1919/01
444.0,NH,New Hampshire,1920/01
449.0,NH,New Hampshire,1921/01
451.0,NH,New Hampshire,1922/01
453.0,NH,New Hampshire,1923/01
457.0,NH,New Hampshire,1924/01
459.0,NH,New Hampshire,1925/01
463.0,NH,New Hampshire,1926/01
466.0,NH,New Hampshire,1927/01
468.0,NH,New Hampshire,1928/01
467.0,NH,New Hampshire,1929/01
466.0,NH,New Hampshire,1930/01
470.0,NH,New Hampshire,1931/01
474.0,NH,New Hampshire,1932/01
477.0,NH,New Hampshire,1933/01
480.0,NH,New Hampshire,1934/01
481.0,NH,New Hampshire,1935/01
481.0,NH,New Hampshire,1936/01
481.0,NH,New Hampshire,1937/01
485.0,NH,New Hampshire,1938/01
490.0,NH,New Hampshire,1939/01
492.0,NH,New Hampshire,1940/01
490.0,NH,New Hampshire,1941/01
481.0,NH,New Hampshire,1942/01
462.0,NH,New Hampshire,1943/01
456.0,NH,New Hampshire,1944/01
459.0,NH,New Hampshire,1945/01
494.0,NH,New Hampshire,1946/01
507.0,NH,New Hampshire,1947/01
520.0,NH,New Hampshire,1948/01
533.0,NH,New Hampshire,1949/01
532.0,NH,New Hampshire,1950/01
529.0,NH,New Hampshire,1951/01
535.0,NH,New Hampshire,1952/01
547.0,NH,New Hampshire,1953/01
554.0,NH,New Hampshire,1954/01
557.0,NH,New Hampshire,1955/01
566.0,NH,New Hampshire,1956/01
572.0,NH,New Hampshire,1957/01
581.0,NH,New Hampshire,1958/01
596.0,NH,New Hampshire,1959/01
609.0,NH,New Hampshire,1960/01
618.0,NH,New Hampshire,1961/01
632.0,NH,New Hampshire,1962/01
649.0,NH,New Hampshire,1963/01
663.0,NH,New Hampshire,1964/01
676.0,NH,New Hampshire,1965/01
681.0,NH,New Hampshire,1966/01
697.0,NH,New Hampshire,1967/01
709.0,NH,New Hampshire,1968/01
724.0,NH,New Hampshire,1969/01
737.681,NH,New Hampshire,1970/01
761.851,NH,New Hampshire,1971/01
781.107,NH,New Hampshire,1972/01
800.951,NH,New Hampshire,1973/01
815.914,NH,New Hampshire,1974/01
828.555,NH,New Hampshire,1975/01
845.248,NH,New Hampshire,1976/01
869.763,NH,New Hampshire,1977/01
891.52,NH,New Hampshire,1978/01
909.074,NH,New Hampshire,1979/01
924.25,NH,New Hampshire,1980/01
936.621,NH,New Hampshire,1981/01
947.719,NH,New Hampshire,1982/01
958.134,NH,New Hampshire,1983/01
976.864,NH,New Hampshire,1984/01
996.753,NH,New Hampshire,1985/01
1025.053,NH,New Hampshire,1986/01
1054.289,NH,New Hampshire,1987/01
1082.577,NH,New Hampshire,1988/01
1104.522,NH,New Hampshire,1989/01
1111.831,NH,New Hampshire,1990/01
1107.055,NH,New Hampshire,1991/01
1112.766,NH,New Hampshire,1992/01
1122.191,NH,New Hampshire,1993/01
1133.054,NH,New Hampshire,1994/01
1145.604,NH,New Hampshire,1995/01
1160.768,NH,New Hampshire,1996/01
1173.239,NH,New Hampshire,1997/01
1185.823,NH,New Hampshire,1998/01
1201.134,NH,New Hampshire,1999/01
1239.882,NH,New Hampshire,2000/01
1255.517,NH,New Hampshire,2001/01
1269.089,NH,New Hampshire,2002/01
1279.84,NH,New Hampshire,2003/01
1290.121,NH,New Hampshire,2004/01
1298.492,NH,New Hampshire,2005/01
1308.389,NH,New Hampshire,2006/01
1312.54,NH,New Hampshire,2007/01
1315.906,NH,New Hampshire,2008/01
1316.102,NH,New Hampshire,2009/01
1316.807,NH,New Hampshire,2010/01
1320.444,NH,New Hampshire,2011/01
1324.677,NH,New Hampshire,2012/01
1327.272,NH,New Hampshire,2013/01
1334.257,NH,New Hampshire,2014/01
1337.48,NH,New Hampshire,2015/01
1343.694,NH,New Hampshire,2016/01
1350.395,NH,New Hampshire,2017/01
1355.064,NH,New Hampshire,2018/01
1360.783,NH,New Hampshire,2019/01
1378.756,NH,New Hampshire,2020/01
1387.677,NH,New Hampshire,2021/01
1396.678,NH,New Hampshire,2022/01
1402.199,NH,New Hampshire,2023/01
1409.032,NH,New Hampshire,2024/01
543.0,CO,Colorado,1900/01
581.0,CO,Colorado,1901/01
621.0,CO,Colorado,1902/01
652.0,CO,Colorado,1903/01
659.0,CO,Colorado,1904/01
680.0,CO,Colorado,1905/01
707.0,CO,Colorado,1906/01
733.0,CO,Colorado,1907/01
757.0,CO,Colorado,1908/01
775.0,CO,Colorado,1909/01
804.0,CO,Colorado,1910/01
821.0,CO,Colorado,1911/01
832.0,CO,Colorado,1912/01
835.0,CO,Colorado,1913/01
846.0,CO,Colorado,1914/01
868.0,CO,Colorado,1915/01
892.0,CO,Colorado,1916/01
910.0,CO,Colorado,1917/01
906.0,CO,Colorado,1918/01
938.0,CO,Colorado,1919/01
937.0,CO,Colorado,1920/01
961.0,CO,Colorado,1921/01
965.0,CO,Colorado,1922/01
984.0,CO,Colorado,1923/01
1014.0,CO,Colorado,1924/01
1019.0,CO,Colorado,1925/01
1016.0,CO,Colorado,1926/01
1028.0,CO,Colorado,1927/01
1014.0,CO,Colorado,1928/01
1008.0,CO,Colorado,1929/01
1040.0,CO,Colorado,1930/01
1056.0,CO,Colorado,1931/01
1066.0,CO,Colorado,1932/01
1071.0,CO,Colorado,1933/01
1075.0,CO,Colorado,1934/01
1078.0,CO,Colorado,1935/01
1090.0,CO,Colorado,1936/01
1104.0,CO,Colorado,1937/01
1112.0,CO,Colorado,1938/01
1120.0,CO,Colorado,1939/01
1130.0,CO,Colorado,1940/01
1124.0,CO,Colorado,1941/01
1113.0,CO,Colorado,1942/01
1153.0,CO,Colorado,1943/01
1137.0,CO,Colorado,1944/01
1116.0,CO,Colorado,1945/01
1203.0,CO,Colorado,1946/01
1237.0,CO,Colorado,1947/01
1263.0,CO,Colorado,1948/01
1295.0,CO,Colorado,1949/01
1325.0,CO,Colorado,1950/01
1326.0,CO,Colorado,1951/01
1365.0,CO,Colorado,1952/01
1431.0,CO,Colorado,1953/01
1493.0,CO,Colorado,1954/01
1546.0,CO,Colorado,1955/01
1625.0,CO,Colorado,1956/01
1664.0,CO,Colorado,1957/01
1667.0,CO,Colorado,1958/01
1710.0,CO,Colorado,1959/01
1769.0,CO,Colorado,1960/01
1844.0,CO,Colorado,1961/01
1899.0,CO,Colorado,1962/01
1936.0,CO,Colorado,1963/01
1970.0,CO,Colorado,1964/01
1985.0,CO,Colorado,1965/01
2007.0,CO,Colorado,1966/01
2053.0,CO,Colorado,1967/01
2120.0,CO,Colorado,1968/01
2166.0,CO,Colorado,1969/01
2209.596,CO,Colorado,1970/01
2303.524,CO,Colorado,1971/01
2404.619,CO,Colorado,1972/01
2495.868,CO,Colorado,1973/01
2541.406,CO,Colorado,1974/01
2586.192,CO,Colorado,1975/01
2632.306,CO,Colorado,1976/01
2696.14,CO,Colorado,1977/01
2766.748,CO,Colorado,1978/01
2849.234,CO,Colorado,1979/01
2908.803,CO,Colorado,1980/01
2977.898,CO,Colorado,1981/01
3061.564,CO,Colorado,1982/01
3133.63,CO,Colorado,1983/01
3169.992,CO,Colorado,1984/01
3208.723,CO,Colorado,1985/01
3237.45,CO,Colorado,1986/01
3260.48,CO,Colorado,1987/01
3262.281,CO,Colorado,1988/01
3275.818,CO,Colorado,1989/01
3303.862,CO,Colorado,1990/01
3367.567,CO,Colorado,1991/01
3459.995,CO,Colorado,1992/01
3560.884,CO,Colorado,1993/01
3653.91,CO,Colorado,1994/01
3738.061,CO,Colorado,1995/01
3812.716,CO,Colorado,1996/01
3891.293,CO,Colorado,1997/01
3968.967,CO,Colorado,1998/01
4056.133,CO,Colorado,1999/01
4326.921,CO,Colorado,2000/01
4425.687,CO,Colorado,2001/01
4490.406,CO,Colorado,2002/01
4528.732,CO,Colorado,2003/01
4575.013,CO,Colorado,2004/01
4631.888,CO,Colorado,2005/01
4720.423,CO,Colorado,2006/01
4803.868,CO,Colorado,2007/01
4889.73,CO,Colorado,2008/01
4972.195,CO,Colorado,2009/01
5047.539,CO,Colorado,2010/01
5121.9,CO,Colorado,2011/01
5193.66,CO,Colorado,2012/01
5270.774,CO,Colorado,2013/01
5352.637,CO,Colorado,2014/01
5454.328,CO,Colorado,2015/01
5543.844,CO,Colorado,2016/01
5617.421,CO,Colorado,2017/01
5697.155,CO,Colorado,2018/01
5758.486,CO,Colorado,2019/01
5787.129,CO,Colorado,2020/01
5814.036,CO,Colorado,2021/01
5850.935,CO,Colorado,2022/01
5901.339,CO,Colorado,2023/01
5957.493,CO,Colorado,2024/01
523.0,WA,Washington,1900/01
583.0,WA,Washington,1901/01
651.0,WA,Washington,1902/01
719.0,WA,Washington,1903/01
782.0,WA,Washington,1904/01
842.0,WA,Washington,1905/01
904.0,WA,Washington,1906/01
967.0,WA,Washington,1907/01
