population,state_code,state,date
2378.268,MS,Mississippi,1974/01
2399.449,MS,Mississippi,1975/01
2429.756,MS,Mississippi,1976/01
2459.201,MS,Mississippi,1977/01
2487.816,MS,Mississippi,1978/01
2507.069,MS,Mississippi,1979/01
2525.342,MS,Mississippi,1980/01
2539.036,MS,Mississippi,1981/01
2556.777,MS,Mississippi,1982/01
2567.717,MS,Mississippi,1983/01
2578.051,MS,Mississippi,1984/01
2588.102,MS,Mississippi,1985/01
2593.597,MS,Mississippi,1986/01
2588.545,MS,Mississippi,1987/01
2580.352,MS,Mississippi,1988/01
2574.269,MS,Mississippi,1989/01
2577.426,MS,Mississippi,1990/01
2591.23,MS,Mississippi,1991/01
2610.193,MS,Mississippi,1992/01
2635.574,MS,Mississippi,1993/01
2663.45,MS,Mississippi,1994/01
2690.788,MS,Mississippi,1995/01
2709.925,MS,Mississippi,1996/01
2731.826,MS,Mississippi,1997/01
2751.335,MS,Mississippi,1998/01
2768.619,MS,Mississippi,1999/01
2848.353,MS,Mississippi,2000/01
2852.994,MS,Mississippi,2001/01
2858.681,MS,Mississippi,2002/01
2868.312,MS,Mississippi,2003/01
2889.01,MS,Mississippi,2004/01
2905.943,MS,Mississippi,2005/01
2904.978,MS,Mississippi,2006/01
2928.35,MS,Mississippi,2007/01
2947.806,MS,Mississippi,2008/01
2958.774,MS,Mississippi,2009/01
2970.615,MS,Mississippi,2010/01
2979.147,MS,Mississippi,2011/01
2984.599,MS,Mississippi,2012/01
2989.839,MS,Mississippi,2013/01
2991.892,MS,Mississippi,2014/01
2990.231,MS,Mississippi,2015/01
2990.595,MS,Mississippi,2016/01
2990.674,MS,Mississippi,2017/01
2982.879,MS,Mississippi,2018/01
2978.227,MS,Mississippi,2019/01
2958.536,MS,Mississippi,2020/01
2947.209,MS,Mississippi,2021/01
2941.939,MS,Mississippi,2022/01
2943.172,MS,Mississippi,2023/01
2943.045,MS,Mississippi,2024/01
4828.0,IL,Illinois,1900/01
4914.0,IL,Illinois,1901/01
4992.0,IL,Illinois,1902/01
5071.0,IL,Illinois,1903/01
5161.0,IL,Illinois,1904/01
5241.0,IL,Illinois,1905/01
5309.0,IL,Illinois,1906/01
5384.0,IL,Illinois,1907/01
5474.0,IL,Illinois,1908/01
5567.0,IL,Illinois,1909/01
5668.0,IL,Illinois,1910/01
5757.0,IL,Illinois,1911/01
5828.0,IL,Illinois,1912/01
5961.0,IL,Illinois,1913/01
6109.0,IL,Illinois,1914/01
6194.0,IL,Illinois,1915/01
6274.0,IL,Illinois,1916/01
6313.0,IL,Illinois,1917/01
6275.0,IL,Illinois,1918/01
6392.0,IL,Illinois,1919/01
6663.0,IL,Illinois,1920/01
6858.0,IL,Illinois,1921/01
6958.0,IL,Illinois,1922/01
7068.0,IL,Illinois,1923/01
7215.0,IL,Illinois,1924/01
7306.0,IL,Illinois,1925/01
7395.0,IL,Illinois,1926/01
7519.0,IL,Illinois,1927/01
7576.0,IL,Illinois,1928/01
7606.0,IL,Illinois,1929/01
7644.0,IL,Illinois,1930/01
7687.0,IL,Illinois,1931/01
7736.0,IL,Illinois,1932/01
7768.0,IL,Illinois,1933/01
7772.0,IL,Illinois,1934/01
7797.0,IL,Illinois,1935/01
7840.0,IL,Illinois,1936/01
7857.0,IL,Illinois,1937/01
7866.0,IL,Illinois,1938/01
7890.0,IL,Illinois,1939/01
7905.0,IL,Illinois,1940/01
7995.0,IL,Illinois,1941/01
8057.0,IL,Illinois,1942/01
7761.0,IL,Illinois,1943/01
7719.0,IL,Illinois,1944/01
7601.0,IL,Illinois,1945/01
8155.0,IL,Illinois,1946/01
8341.0,IL,Illinois,1947/01
8552.0,IL,Illinois,1948/01
8670.0,IL,Illinois,1949/01
8738.0,IL,Illinois,1950/01
8790.0,IL,Illinois,1951/01
8956.0,IL,Illinois,1952/01
9065.0,IL,Illinois,1953/01
9252.0,IL,Illinois,1954/01
9435.0,IL,Illinois,1955/01
9530.0,IL,Illinois,1956/01
9668.0,IL,Illinois,1957/01
9886.0,IL,Illinois,1958/01
9986.0,IL,Illinois,1959/01
10086.0,IL,Illinois,1960/01
10130.0,IL,Illinois,1961/01
10280.0,IL,Illinois,1962/01
10402.0,IL,Illinois,1963/01
10580.0,IL,Illinois,1964/01
10693.0,IL,Illinois,1965/01
10836.0,IL,Illinois,1966/01
10947.0,IL,Illinois,1967/01
10995.0,IL,Illinois,1968/01
11039.0,IL,Illinois,1969/01
11110.285,IL,Illinois,1970/01
11202.397,IL,Illinois,1971/01
11251.948,IL,Illinois,1972/01
11251.367,IL,Illinois,1973/01
11262.145,IL,Illinois,1974/01
11291.743,IL,Illinois,1975/01
11342.853,IL,Illinois,1976/01
11386.316,IL,Illinois,1977/01
11412.561,IL,Illinois,1978/01
11396.837,IL,Illinois,1979/01
11434.702,IL,Illinois,1980/01
11443.458,IL,Illinois,1981/01
11423.412,IL,Illinois,1982/01
11408.818,IL,Illinois,1983/01
11412.132,IL,Illinois,1984/01
11399.806,IL,Illinois,1985/01
11387.257,IL,Illinois,1986/01
11391.178,IL,Illinois,1987/01
11390.183,IL,Illinois,1988/01
11409.782,IL,Illinois,1989/01
11446.979,IL,Illinois,1990/01
11535.973,IL,Illinois,1991/01
11635.197,IL,Illinois,1992/01
11725.984,IL,Illinois,1993/01
11804.986,IL,Illinois,1994/01
11884.935,IL,Illinois,1995/01
11953.003,IL,Illinois,1996/01
12011.509,IL,Illinois,1997/01
12069.774,IL,Illinois,1998/01
12128.37,IL,Illinois,1999/01
12434.161,IL,Illinois,2000/01
12488.445,IL,Illinois,2001/01
12525.556,IL,Illinois,2002/01
12556.006,IL,Illinois,2003/01
12589.773,IL,Illinois,2004/01
12609.903,IL,Illinois,2005/01
12643.955,IL,Illinois,2006/01
12695.866,IL,Illinois,2007/01
12747.038,IL,Illinois,2008/01
12796.778,IL,Illinois,2009/01
12840.545,IL,Illinois,2010/01
12867.783,IL,Illinois,2011/01
12883.029,IL,Illinois,2012/01
12895.778,IL,Illinois,2013/01
12885.092,IL,Illinois,2014/01
12859.585,IL,Illinois,2015/01
12821.709,IL,Illinois,2016/01
12779.893,IL,Illinois,2017/01
12724.685,IL,Illinois,2018/01
12667.017,IL,Illinois,2019/01
12799.088,IL,Illinois,2020/01
12700.641,IL,Illinois,2021/01
12621.821,IL,Illinois,2022/01
12642.259,IL,Illinois,2023/01
12710.158,IL,Illinois,2024/01
