series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
South Carolina,1588,1324,1427,1380,1166,1540,1605,1583,1551,1759,1653,1522,1477,1437,1431,1409,1338,1457,1645,1617,1589,1762,1564,1621,1467,1412,1376,1357,1347,1483,1454,1732,1551,1660,1638,1753,1576,1333,1553,1491,1322,1469,1603,1870,1780,1702,1793,1727,1705,1475,1637,1570,1310,1647,1716,2035,2151,1905,1882,1861,1880,1735,1736,1585,1403,1684,1843,2112,1834,1866,1880,1755,1888,1630,1637,1659,1507,1779,1901,2190,1843,1796,1783,1768,1820,1660,1780,1666,1637,1558,1780,2001,1722,1807,1892,1827,1739,1701,1595,1388,1435,1504,1731,1907,1734,1795,1632,1757,1651,1592,1455,1392,1275,1572,1650,1610,1516,1449,1202,560,0
South Carolina Clearances,834,634,729,673,580,721,788,783,814,857,845,794,732,733,716,747,665,802,811,916,838,888,836,833,767,732,704,718,687,797,867,879,827,840,863,883,858,721,769,847,747,750,848,904,835,929,934,857,855,756,801,811,654,831,806,964,1009,927,984,915,892,832,848,759,776,864,960,1057,936,887,1003,881,891,762,790,799,786,861,972,982,924,875,973,818,932,757,855,873,770,783,895,950,872,854,1001,931,842,820,825,743,776,756,885,945,930,846,916,813,947,748,797,760,747,842,854,904,787,811,650,340,0
