series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Kentucky,449,376,361,376,351,376,449,488,442,414,442,409,453,446,422,430,363,419,468,471,442,468,453,447,539,406,351,435,325,387,423,461,460,442,456,479,463,416,378,381,353,378,456,518,574,545,553,545,556,483,481,502,406,560,557,717,867,803,764,637,701,576,640,682,521,710,618,763,776,731,646,601,620,577,573,291,242,458,540,623,572,730,577,635,554,503,447,517,510,569,489,564,612,586,565,625,653,492,542,520,442,556,532,608,586,586,583,552,606,554,546,496,464,543,566,551,506,279,209,13,
Kentucky Clearances,213,231,230,214,203,228,225,232,251,198,242,225,238,245,220,230,199,239,257,275,240,246,220,236,263,227,212,243,202,224,232,269,242,274,262,258,246,234,192,223,201,215,263,261,316,297,261,284,280,253,259,307,260,305,285,378,344,306,322,255,310,227,283,280,265,277,299,309,334,299,272,253,256,253,244,120,119,197,231,269,270,323,248,291,287,241,239,261,262,202,170,182,226,218,249,286,302,239,238,261,250,266,263,274,308,291,315,263,362,275,295,281,256,308,314,279,257,152,113,7,
