series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Wisconsin,852,821,800,798,781,862,870,973,992,1068,921,890,950,865,771,931,792,893,949,1125,1082,1205,1061,1060,954,978,864,880,839,950,867,1041,939,1133,1044,992,975,845,850,777,656,857,982,1058,1024,1191,1085,1022,1021,910,1065,920,871,967,902,1122,1398,1418,1283,1159,1128,1158,1123,1024,871,1059,1105,1312,1269,1281,1250,1035,1101,1001,933,951,802,1109,1068,1211,1141,1229,1070,1063,1179,1011,913,1005,886,1025,1102,1157,1100,1190,1154,1154,1012,847,983,918,891,946,959,1100,1087,1201,1115,1040,918,781,904,851,678,885,895,938,960,946,729,23,
Wisconsin Clearances,521,461,510,484,541,518,524,615,584,549,564,547,536,524,462,541,536,578,536,662,631,676,664,566,592,605,544,553,550,581,517,555,520,628,636,591,583,529,527,497,420,508,621,609,572,667,629,624,608,531,625,590,557,587,583,627,629,743,702,667,589,567,574,603,594,707,628,735,681,733,686,595,612,546,548,571,466,610,616,642,708,675,624,564,569,599,563,653,573,657,655,660,618,690,742,642,660,539,651,609,603,690,595,656,698,672,653,668,578,484,577,562,476,546,569,559,594,522,373,25,
