series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Tennessee,2391,2322,2501,2360,2083,2646,2679,2827,2807,2747,2793,2722,2810,2414,2627,2606,2133,2663,2796,3198,2957,3022,2863,2659,2780,2422,2306,2453,2273,2582,2549,3057,2841,2976,2918,2929,2559,2287,2450,2416,2043,2463,2820,2966,2942,3121,2595,2744,2500,2220,2615,2480,2057,2677,2811,3723,3697,3720,3786,3241,3397,3049,2957,3127,2451,2914,3468,3723,3529,3538,3226,3074,3238,2768,3035,2685,2589,2966,3170,3419,3303,3207,3257,3028,3071,2741,2970,2972,2590,2954,3168,3597,3376,3299,3026,3163,3002,2649,2913,2325,2483,2903,3109,3541,3513,3275,3084,3127,2992,2554,2613,2454,2117,2636,2757,2849,2818,2791,2479,2171,248
Tennessee Clearances,1297,1255,1319,1298,1149,1398,1426,1536,1608,1404,1452,1409,1456,1358,1375,1383,1249,1408,1436,1634,1539,1655,1557,1299,1437,1259,1210,1273,1253,1417,1374,1588,1420,1585,1523,1474,1339,1211,1306,1244,1156,1245,1427,1588,1531,1505,1462,1405,1332,1157,1371,1363,1099,1310,1319,1603,1553,1687,1634,1394,1420,1344,1219,1375,1103,1315,1472,1618,1685,1473,1387,1384,1439,1152,1312,1287,1192,1354,1292,1425,1471,1392,1421,1354,1288,1163,1269,1255,1157,1281,1331,1478,1275,1439,1427,1299,1372,1202,1167,1074,1299,1291,1397,1536,1402,1376,1329,1340,1473,1150,1202,1125,1044,1264,1259,1293,1352,1362,1289,1077,153
