series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
North Dakota,134,91,88,99,93,101,93,120,108,111,147,139,126,99,115,139,113,122,93,114,122,134,152,150,144,123,119,114,105,108,97,157,155,154,131,123,112,97,125,93,109,117,124,132,142,110,145,119,135,135,130,159,120,147,133,173,193,226,206,149,178,128,136,131,107,121,97,130,98,130,128,110,138,109,85,114,85,120,136,161,137,132,154,153,121,102,106,125,114,100,129,128,154,155,133,161,133,117,122,95,100,133,100,130,147,129,122,121,136,98,83,136,91,106,106,115,126,116,107,83,0
North Dakota Clearances,87,57,60,65,57,73,62,68,68,73,90,86,71,61,63,87,66,84,55,72,75,60,86,71,77,62,66,74,55,68,54,79,107,87,89,70,66,72,72,59,91,53,63,84,80,74,72,66,73,83,76,85,76,89,94,85,98,106,120,80,100,65,75,71,74,76,79,70,50,75,72,68,88,59,64,65,43,71,76,102,92,78,83,78,82,68,77,79,75,67,85,72,97,99,84,86,88,83,73,63,76,81,76,74,75,69,76,72,84,60,54,74,58,77,68,75,59,61,71,56,0
