series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Michigan,2187,1947,1986,2196,1955,2451,2401,3076,2850,3123,2992,2645,2599,2282,2052,2174,1922,2263,2642,2900,2931,3227,2849,2679,2531,2271,2254,2166,1917,2309,2525,2974,2924,2935,3054,2793,2563,2308,2528,2021,1904,2289,2467,2783,3022,3087,2892,2654,2493,2269,2438,2374,2098,2539,2334,3103,3673,3940,3970,3399,3354,3174,2892,2832,2352,2878,2904,3505,3533,3897,3640,3275,3389,2655,2650,2477,2260,2744,2866,3329,3350,3561,3257,3021,3042,2793,2568,2522,2366,2589,2959,3315,3226,3587,3311,3050,2964,2789,2802,2419,2380,2607,2930,3284,3330,3284,3152,3028,2872,2609,2367,2330,2041,2542,2565,2775,3013,2963,2649,2124,505
Michigan Clearances,876,799,793,894,864,992,1077,1235,1170,1194,1266,1129,1034,1017,899,923,885,959,1085,1129,1160,1303,1207,1124,1221,1054,1024,1078,957,1172,1155,1225,1322,1259,1435,1301,1190,1101,1163,1170,1081,1102,1216,1397,1335,1433,1379,1297,1226,1146,1229,1293,1162,1316,1179,1447,1533,1585,1686,1550,1471,1276,1364,1350,1200,1363,1327,1495,1620,1696,1645,1415,1546,1317,1402,1284,1285,1405,1432,1570,1559,1626,1565,1429,1392,1308,1225,1362,1187,1318,1309,1569,1513,1599,1541,1494,1419,1390,1387,1354,1312,1395,1426,1658,1516,1680,1634,1530,1688,1391,1318,1416,1308,1466,1522,1660,1526,1739,1470,1298,335
