series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Connecticut,340,327,279,323,315,351,351,441,417,476,478,369,392,357,317,351,311,299,404,373,395,457,420,364,394,323,327,328,275,340,410,410,365,405,382,390,364,330,323,268,247,274,340,361,393,337,386,320,266,275,278,273,213,272,196,293,404,400,402,356,379,244,280,264,208,261,253,339,318,276,283,277,305,271,237,238,234,238,242,311,267,295,293,268,254,227,230,245,192,229,246,293,270,289,235,262,301,252,242,252,229,239,229,306,241,303,255,256,200,197,167,167,153,226,200,226,220,173,95,36,0
Connecticut Clearances,210,208,184,184,218,227,225,287,256,283,275,236,239,221,207,255,213,235,250,230,258,293,266,195,232,223,195,231,178,230,266,251,239,246,243,242,230,217,180,166,167,178,209,219,223,195,228,197,173,160,185,157,129,172,132,167,189,177,187,215,187,115,142,132,141,151,158,180,154,164,154,131,161,158,128,141,151,162,146,153,143,153,162,152,134,132,126,139,134,172,140,156,168,160,137,146,178,154,144,163,123,175,128,195,130,157,150,128,105,130,113,111,108,159,125,148,137,92,63,21,0
