series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Kansas,467,477,817,527,438,747,571,561,726,602,575,795,551,476,608,488,448,653,496,644,875,611,659,810,615,564,676,563,566,766,675,759,890,708,699,848,593,520,811,577,504,741,656,749,934,745,611,876,675,649,759,777,596,652,651,896,929,894,885,836,742,737,663,771,708,822,827,976,855,851,928,852,764,732,799,602,637,830,863,897,937,928,861,861,849,754,774,821,680,773,859,937,842,933,908,797,846,711,724,792,794,847,913,1053,989,1068,956,1069,958,852,769,702,654,837,861,861,749,449,319,91,0
Kansas Clearances,282,275,350,290,266,449,309,288,438,321,362,404,324,246,337,328,249,354,255,334,502,334,419,485,340,262,395,260,182,221,99,120,251,142,181,267,127,129,282,287,279,422,310,354,479,432,371,426,367,373,439,364,298,346,383,457,465,419,428,415,352,339,397,370,367,425,399,441,445,468,482,454,423,398,368,353,320,414,412,409,437,475,466,444,457,403,368,447,345,408,383,447,412,446,411,408,373,365,370,400,346,371,374,409,454,530,476,531,426,406,405,345,354,354,406,364,407,258,167,77,0
