series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
North Carolina,1840,1574,1605,1731,1471,2000,1887,2036,2061,1984,1736,1984,1943,1661,1518,1950,1587,1867,1821,2099,1816,2105,1940,1830,2015,1692,1612,1772,1574,1729,1876,2207,2015,2227,2154,2293,2055,1795,1937,1882,1640,2011,2357,2590,2455,2189,2211,2176,2230,2043,2187,2178,1938,2540,2470,3099,3135,3483,3307,3043,2972,2982,2632,2589,2144,2404,2968,3130,3192,3292,2761,2741,2951,2601,2641,2386,2497,2796,2967,2961,2846,3079,2786,2572,2837,2450,2400,2583,2195,2631,2845,2976,2873,3153,2829,2567,2646,2457,2617,2297,2130,2400,2690,2926,2858,2860,2512,2687,2715,2321,2568,2081,1795,2219,2281,2270,2354,2292,1998,1387,225
North Carolina Clearances,966,871,909,1025,919,1153,1017,1148,1171,1120,1152,1089,1075,1050,830,1142,956,1082,995,1244,1137,1241,1013,1033,1092,975,911,1026,960,1033,1114,1197,953,1215,937,989,876,716,671,620,683,847,917,1004,1034,899,891,939,903,803,862,884,799,912,1003,1172,1119,1256,1169,1093,1170,1074,903,990,849,1032,1095,1179,1189,1217,1137,1114,1055,976,1048,944,943,1140,1053,1098,1078,1172,1014,889,898,825,806,877,809,1027,1000,1130,1067,1092,1095,998,921,928,893,933,827,1062,974,1144,1123,1102,902,983,1119,935,986,832,830,985,1022,947,1014,925,867,543,49
