series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Arizona,1776,1591,1490,1696,1631,1714,1789,1769,1742,1790,1732,1712,1918,1932,1705,1774,1749,1916,2023,2073,1937,2070,2404,2058,2208,2039,2053,1852,1669,1922,2198,2156,2114,1937,1885,1859,1950,1781,1634,1716,1629,1918,1895,1908,1932,1955,1967,1945,1931,1713,1748,1921,1862,2038,2054,2174,2143,2327,2368,2333,2261,1908,1916,661,728,800,926,1020,786,847,792,952,855,781,779,1627,1644,1920,2004,2283,2168,2161,2155,2067,1953,1633,1894,2050,1799,1955,2118,2153,2063,1863,1981,1779,1753,1855,1717,1786,1858,2149,1989,2323,2028,2041,2100,1977,1936,1728,1732,1642,1648,1676,1639,1848,1561,1560,831,538,6
Arizona Clearances,746,658,666,755,723,736,786,798,731,803,788,862,755,845,835,912,836,945,994,1019,970,934,1017,995,981,932,878,845,783,904,976,1062,953,987,961,933,967,871,837,817,797,950,892,1012,944,989,1013,953,914,835,794,899,873,934,1010,995,981,1182,1020,1077,1101,743,891,364,368,402,464,501,478,500,428,505,435,401,384,684,658,796,822,912,876,924,963,894,787,670,772,864,742,809,865,915,900,759,842,815,759,761,738,735,821,941,871,1005,961,883,920,875,907,876,884,816,861,828,883,876,802,823,536,371,7
