series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Nebraska,253,215,274,214,239,284,244,358,334,355,311,340,334,240,235,278,227,272,325,333,330,315,375,283,305,232,218,232,231,269,246,353,356,310,337,291,315,233,254,241,228,260,308,323,381,366,363,350,290,286,294,282,295,320,340,409,423,445,397,373,276,246,282,105,123,169,178,180,170,192,168,157,167,147,115,284,261,251,329,384,366,412,348,358,322,252,232,108,98,131,157,146,125,147,245,295,247,206,207,210,215,248,223,245,265,266,287,283,277,278,217,199,185,283,287,276,259,276,288,252,24
Nebraska Clearances,154,119,208,144,150,178,168,204,213,236,276,230,203,202,166,191,162,170,181,211,199,295,274,205,201,162,176,150,156,209,175,190,219,204,220,185,213,203,155,198,146,204,185,202,237,224,242,202,181,184,174,188,193,231,203,227,236,248,234,234,157,193,190,66,81,105,100,107,88,109,88,86,108,95,74,160,139,132,173,190,159,205,195,149,166,164,157,70,62,95,103,96,72,93,130,161,161,155,133,155,154,165,163,170,168,173,182,182,168,178,135,147,128,175,176,178,148,188,191,153,23
