series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Maryland,1413,1232,1225,1143,997,1273,1471,1481,1344,1401,1402,1468,1360,1216,1268,1425,1263,1264,1580,1485,1498,1520,1429,1383,1452,1245,1229,1094,1065,1294,1354,1529,1426,1449,1514,1386,1490,1196,1353,1221,1110,1203,1351,1458,1502,1421,1474,1370,1297,1200,1207,1194,1080,1229,987,1232,1331,1492,1441,1319,1265,1189,1374,517,439,496,452,577,617,1105,967,1033,1069,1006,963,1262,1197,1378,1344,1428,1511,1455,1546,1466,1302,1341,1188,1192,1175,1419,1470,1620,1399,1452,1454,1379,1433,1319,1326,1210,1215,1275,1392,1487,1455,1462,1434,1456,1389,1258,1160,1074,934,1144,1151,1252,1208,1181,931,377,15
Maryland Clearances,792,715,660,668,597,686,795,796,721,787,755,837,761,696,808,751,745,735,796,784,761,747,737,675,729,684,726,629,587,725,649,768,717,800,706,733,833,635,655,666,631,672,744,766,738,775,753,787,711,678,643,734,582,711,549,654,660,761,674,589,567,574,725,218,203,228,204,267,258,413,381,448,423,438,391,533,534,622,564,639,643,593,707,699,598,577,504,584,566,702,620,663,681,667,710,662,676,627,634,677,711,704,794,786,747,812,799,833,765,749,725,696,593,667,656,765,651,704,613,273,16
