series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Montana,233,218,229,251,208,237,238,274,257,297,283,237,233,248,209,198,251,259,226,279,304,312,265,245,237,242,234,202,240,250,247,272,304,324,252,265,275,250,254,250,230,255,348,324,321,282,313,335,297,296,277,268,260,270,355,372,410,455,452,354,335,364,332,313,281,304,323,389,382,484,406,354,323,307,318,267,252,366,276,338,307,412,390,374,325,274,234,258,235,335,362,355,355,426,342,376,382,308,338,242,280,319,320,351,323,417,321,358,324,302,325,232,268,335,306,324,328,305,302,255,2
Montana Clearances,131,133,139,137,125,122,109,148,136,169,149,119,131,125,123,105,160,149,123,140,195,169,160,152,134,146,131,121,132,135,118,162,152,180,124,141,147,141,160,162,156,154,209,198,217,177,178,188,188,179,173,168,147,166,224,240,238,268,264,208,193,208,219,189,145,190,186,194,226,300,259,200,169,162,171,149,142,211,168,196,177,232,209,229,198,172,162,144,140,221,196,234,200,271,237,226,243,180,215,177,190,205,200,220,233,289,198,240,206,191,225,135,152,203,171,207,201,193,185,154,4
