series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
New Jersey,907,964,882,833,772,966,920,1012,996,963,990,1006,954,890,783,803,722,819,924,1004,990,1069,1036,1002,930,789,792,778,661,762,794,1062,973,936,962,940,902,823,870,792,711,823,864,971,1026,1082,967,940,945,868,890,878,817,870,673,1045,1112,1113,1135,1042,951,961,770,337,298,634,727,920,691,864,796,771,848,763,720,919,837,980,1025,1198,1144,1275,1205,1050,1063,980,949,1054,863,1102,1020,1211,1231,1302,1242,1183,1258,1018,1090,1071,965,1123,1116,1333,1330,1362,1274,1091,1179,1080,981,969,751,852,849,868,951,1038,834,660,122
New Jersey Clearances,417,489,458,471,455,488,491,519,481,448,510,483,470,450,455,439,373,426,480,485,490,472,457,459,442,375,424,444,391,432,413,590,512,478,486,516,469,432,496,472,445,475,482,548,568,618,520,528,497,498,472,557,497,482,408,516,528,579,577,541,484,504,367,134,168,356,374,514,381,462,416,436,423,423,414,485,446,534,590,681,597,708,671,582,577,575,540,639,544,635,588,724,699,703,709,655,724,623,656,648,629,665,676,722,781,759,741,642,693,608,552,616,472,525,488,495,571,607,490,396,62
