series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Alabama,1369,1234,1136,1336,1129,1510,1503,1752,1620,1677,1655,1673,1623,1356,1480,1439,1290,1551,1748,1687,1727,1620,1583,1291,1442,1158,1192,1438,1336,1539,1451,1790,1690,1777,1633,1412,1376,1116,1217,1086,978,1082,1057,1152,898,755,347,19,15,11,15,1224,1092,1274,1158,1087,561,955,558,98,91,96,122,531,782,899,910,1192,989,1127,1146,1117,1187,1165,1233,1214,1090,1236,1364,1542,1425,1402,1344,1352,1309,1230,1288,1276,1159,1380,1130,1629,1384,1580,1361,1324,1361,1212,1177,1109,1139,1300,1208,1442,1364,1463,1401,1301,1272,1147,1262,1132,1096,1185,1259,1313,1156,1278,1112,662,28
Alabama Clearances,552,513,455,571,535,617,643,696,636,675,691,660,626,526,553,593,571,661,720,640,621,665,676,561,572,509,483,568,595,629,525,722,639,713,649,592,572,457,436,469,425,487,476,495,399,284,136,10,7,7,7,494,435,479,453,439,226,372,206,28,28,18,37,179,240,305,244,315,352,297,293,320,377,353,394,417,417,440,458,549,533,541,477,491,483,457,476,515,429,519,451,581,545,490,583,426,533,450,441,471,456,494,520,557,459,581,512,481,466,401,394,453,425,452,479,505,431,546,450,323,18
