series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Arkansas,827,837,874,925,744,990,942,1071,1022,1081,947,952,1043,881,953,996,791,992,1085,1169,1117,1044,1029,1010,970,980,943,974,784,994,1073,1174,1047,1136,1119,1107,1134,988,934,982,804,996,1177,1243,1160,1234,1223,1126,1014,1102,986,1106,941,1133,1223,1712,1569,1464,1444,1408,1458,1334,1216,1199,996,1316,1396,1668,1552,1673,1425,1412,1533,1299,1394,1244,1164,1386,1292,1500,1439,1477,1376,1329,1350,1124,1148,1255,1071,1269,1306,1383,1294,1385,1300,1303,1216,1136,1212,1008,1065,1208,1261,1401,1299,1244,1290,1263,1174,1019,991,910,840,1037,1013,1108,1026,1053,955,483,
Arkansas Clearances,407,395,336,420,387,458,480,500,480,534,443,433,438,367,392,423,330,424,464,498,525,474,491,470,432,448,398,431,407,448,539,560,527,555,532,472,529,470,376,485,352,469,569,555,540,533,626,587,497,458,443,554,512,531,572,721,606,639,672,636,584,562,451,518,451,626,624,642,692,623,639,569,619,539,541,562,475,569,551,667,621,638,605,566,597,508,550,553,487,598,609,585,603,622,640,592,568,512,532,469,577,572,598,674,642,654,559,634,556,456,411,458,431,526,523,565,493,520,458,241,
