series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Florida,5,1,54469,0,0,0,0,0,8318,0,0,0,0,0,51360,4,2,7,1,2,8,2,7,0,1,3,57949,0,2,1,0,0,1,3,3,3,0,0,55491,4,0,6,2,6,5,3,4,3,4,7,55289,4,3,2,0,0,112,2,4,4,0,0,60562,1224,1069,1046,1223,1461,1347,1396,1472,1310,1421,1176,1516,1825,1772,2125,1992,2177,2016,2197,2211,2358,2400,2118,22189,2251,2025,2424,2491,2458,2391,2439,2391,2452,2524,2280,12179,2371,2187,2549,2422,2757,2359,2444,2347,2342,2354,2056,10030,1992,2042,2363,2319,2343,2261,1913,1487,899,158
Florida Clearances,2,0,30779,0,0,0,0,0,4223,0,0,0,0,0,28748,4,2,5,0,3,8,2,7,0,1,1,32602,0,2,0,0,0,0,0,3,3,0,0,31809,4,0,4,1,6,5,3,2,4,5,5,31255,0,2,2,0,0,84,1,0,3,0,0,32100,498,474,574,618,765,650,577,688,607,653,544,658,811,859,1027,1013,1074,1019,1014,1107,1106,1122,969,1084,1149,1031,1261,1219,1269,1152,1213,1265,1237,1313,1107,1297,1283,1184,1252,1359,1479,1201,1241,1262,1063,1179,1041,1023,1047,958,1202,1226,1200,1164,1120,949,463,83
