series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Ohio,1135,1050,902,1165,1042,1313,1155,1549,1550,1640,1511,1296,1464,1166,1064,1186,1016,1172,1480,1374,1456,1611,1497,1524,1440,1325,1193,1297,1175,1303,1408,1761,1664,1700,1697,1565,1486,1285,1330,1242,1227,1411,1523,1845,1692,1923,1740,1593,1411,1407,1466,1324,1262,1486,1493,2012,2335,2567,2352,1864,1807,1714,1621,1571,1429,1708,1834,2281,2216,2438,2182,1996,1989,1601,1571,1599,1338,1856,1776,2115,2044,2215,1921,1867,1846,1618,1552,1623,1546,1649,1975,2264,2121,2078,2048,1924,1852,1561,1777,1454,1566,1740,2042,2308,2081,2108,2092,2032,1935,1687,1624,1401,1286,1725,1820,1827,1853,1587,1102,660,109
Ohio Clearances,383,446,395,448,429,464,395,508,566,547,607,462,521,437,428,445,392,501,527,555,537,543,525,519,516,507,471,510,458,481,506,665,535,632,627,597,566,512,481,480,480,579,585,676,612,710,650,641,523,522,524,557,511,612,558,656,737,757,800,684,617,613,591,553,490,534,586,691,640,792,699,637,657,535,515,545,515,671,693,743,744,705,724,600,610,609,570,563,578,622,673,799,793,722,780,808,659,650,683,647,676,683,855,905,767,820,891,834,791,729,690,673,554,741,725,762,747,676,525,294,48
