series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
New Hampshire,131,129,125,108,76,117,128,156,128,171,143,132,135,125,131,105,95,117,126,122,133,161,171,147,137,114,117,98,112,132,129,146,131,131,118,128,121,86,96,72,67,98,83,103,109,108,105,104,92,86,88,69,86,82,70,90,125,114,118,104,91,88,63,57,73,78,79,64,87,72,72,91,77,67,68,92,76,90,83,84,91,99,96,65,87,77,66,61,56,48,77,91,57,82,73,82,64,87,60,76,60,52,60,81,84,83,61,85,96,87,70,61,68,76,59,95,102,76,68,0,
New Hampshire Clearances,76,87,71,67,53,73,82,76,75,106,84,82,77,85,61,65,74,71,67,91,83,94,119,81,73,74,76,73,73,98,77,66,84,99,84,70,74,52,53,50,32,57,46,58,68,65,66,56,56,43,57,38,44,59,42,48,69,71,69,65,50,67,50,32,48,55,52,41,59,44,42,51,36,36,49,60,51,52,45,55,58,59,67,36,46,42,57,35,27,38,54,62,31,38,44,52,40,56,35,39,46,35,47,56,52,51,47,42,53,57,47,40,54,52,41,51,77,39,47,0,
