series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Washington,1012,900,957,1015,913,1101,1027,1152,1116,1218,1213,1097,1049,1074,1055,1020,927,1144,1089,1292,1168,1336,1237,1118,1141,1050,1035,1023,992,1128,1135,1422,1259,1254,1339,1209,1212,1058,1150,1257,925,1071,1131,1313,1227,1278,1273,1201,1197,1057,1084,1124,1019,1047,1154,1248,1256,1450,1378,1296,1283,1134,1174,1188,1000,1206,1267,1323,1500,1635,1624,1563,1629,1419,1455,1564,1429,1719,1471,1716,1634,1873,1643,1577,1666,1428,1381,1456,1237,1451,1477,1731,1573,1782,1668,1573,1560,1398,1352,1346,1263,1415,1453,1494,1517,1662,1616,1503,1476,1295,1282,1089,1040,1282,1197,1228,1267,1196,1061,10,0
Washington Clearances,599,490,586,634,517,667,588,684,606,663,675,641,606,580,634,555,544,620,615,707,639,699,740,646,639,593,591,612,587,676,614,760,739,709,768,645,674,605,654,690,568,645,665,681,664,699,703,697,666,549,587,625,576,608,721,750,620,750,722,679,654,532,628,631,535,653,633,626,728,675,670,654,736,676,672,684,590,806,633,735,749,887,722,724,726,667,641,673,622,710,705,782,764,823,792,718,722,669,651,672,649,725,764,789,742,921,813,720,723,691,690,642,616,698,682,686,655,655,515,12,0
