series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Indiana,1229,886,992,1448,1019,1186,1207,1391,1380,1396,1263,1241,1211,1024,1040,1615,1015,1051,1297,1452,1343,1438,1328,1241,1213,1146,1039,1149,967,1196,1127,1418,1276,1485,1376,1232,1144,1020,1176,1108,976,1118,1170,1481,821,1194,1291,1118,1022,1036,1080,1119,920,1185,1234,1610,1781,1915,1796,1495,1570,1414,1307,1175,1004,1075,1130,1385,1407,1371,1342,1266,1246,1077,1184,1072,909,1109,1145,1449,1378,1460,1431,1257,1208,1092,1039,1311,990,1278,1379,1543,1577,1769,1583,1511,1464,1268,1238,1149,1115,1334,1323,1629,1622,1699,1478,1419,1170,1005,1025,866,556,688,631,624,583,460,279,11,
Indiana Clearances,574,426,483,669,533,619,544,661,641,637,690,616,587,576,521,755,558,570,592,735,724,659,684,601,582,565,524,614,510,591,528,703,588,702,655,573,616,465,505,568,503,536,542,659,350,488,499,441,420,446,474,540,444,522,489,583,623,689,723,524,519,504,517,407,460,525,450,548,580,534,569,528,524,443,519,458,466,471,468,566,548,569,608,545,480,445,468,522,469,550,586,637,704,697,642,576,608,554,581,536,511,603,615,723,682,769,663,594,555,416,455,356,294,326,308,342,272,241,160,6,
