series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Georgia,1803,1662,1851,1967,1684,2106,2021,2284,2160,2135,2106,1998,2021,1768,1832,1667,1513,1713,1800,1896,1881,2008,1688,1792,1792,1677,1514,1783,1630,1735,1812,2060,1901,1990,1853,1880,1815,1643,1763,1645,1585,1845,1959,2081,1942,1530,1669,1577,879,915,986,1139,1062,1328,1229,1746,1730,1785,1991,1789,2322,2180,2079,2189,1871,2140,2237,2530,2304,2426,2398,2348,2259,2025,2209,2182,2184,2515,2712,3035,2699,2814,2428,2534,2489,2274,2185,2424,2238,2451,2500,2724,2542,2599,2234,2053,2269,1909,1941,2093,2022,2113,2348,2421,2206,2158,2216,2003,1901,1773,1667,1804,1562,1900,1884,1843,1765,1629,1240,182,
Georgia Clearances,723,740,874,778,812,903,927,1006,1020,834,962,844,920,770,807,739,697,704,763,822,777,812,791,806,715,736,650,744,776,732,738,761,775,772,716,735,698,638,626,612,571,777,743,760,742,638,629,581,374,400,368,456,420,478,543,618,569,579,627,620,662,638,720,729,743,789,807,844,847,847,863,781,735,642,660,712,763,915,867,997,1002,919,929,886,842,709,710,837,760,838,760,818,767,873,750,727,783,585,672,716,699,832,769,906,760,737,789,715,697,619,613,584,614,655,720,699,590,584,487,67,
