series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Massachusetts,1504,1432,1352,1365,1197,1506,1452,1668,1652,1815,1597,1480,1509,1351,1335,1365,1154,1231,1317,1498,1532,1633,1606,1496,1526,1371,1313,1230,1114,1337,1382,1512,1533,1620,1474,1420,1442,1246,1292,1238,1074,1261,1348,1459,1556,1675,1511,1453,1387,1227,1333,1349,1037,1251,1130,1306,1525,1691,1687,1396,1397,1288,1219,1144,1064,1223,1210,1481,1568,1594,1462,1424,1498,1243,1303,1261,1203,1461,1425,1573,1643,1748,1677,1495,1576,1394,1307,1393,1161,1358,1527,1701,1556,1700,1601,1463,1627,1377,1505,1227,1199,1367,1392,1648,1603,1676,1530,1403,1524,1435,1203,1097,936,1132,1099,1213,1129,1229,789,447,0
Massachusetts Clearances,803,754,724,819,730,862,864,922,946,988,885,846,835,773,770,849,686,706,775,844,897,938,929,826,878,761,741,739,646,807,783,858,834,920,857,828,841,741,728,734,629,715,749,835,857,942,876,789,741,670,765,791,569,726,648,766,844,866,924,762,714,688,701,661,615,692,671,788,839,895,777,742,744,711,706,680,685,792,792,824,928,975,907,802,847,855,748,817,700,761,928,922,784,1006,874,811,900,794,862,734,715,826,795,897,892,960,913,809,955,824,745,715,619,688,690,717,611,643,408,197,0
