series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Colorado,951,824,792,885,850,928,863,942,1070,1110,994,1059,1077,878,939,931,875,1000,1006,1096,1209,1243,1097,1152,1058,966,1019,1105,958,1129,1200,1277,1284,1414,1301,1366,1175,1159,1055,1031,890,1009,1175,1108,1298,1416,1401,1337,1139,1126,1120,1075,984,1162,1207,1600,1548,1713,1782,1642,1514,1294,1334,1491,1279,1313,1361,1660,1822,1860,1861,1707,1685,1505,1465,1545,1348,1647,1714,1838,1880,2071,1824,1863,1846,1728,1594,1605,1444,1598,1650,1912,1884,2108,1882,1805,1809,1514,1579,1650,1537,1623,1495,1846,1990,1984,2076,1850,1772,1519,1605,1428,1311,1543,1471,1574,1526,1611,1506,1213,16
Colorado Clearances,565,475,418,519,546,518,493,590,624,664,604,597,647,531,571,548,505,572,556,644,668,779,682,675,630,617,661,686,590,680,666,817,746,826,821,808,716,699,711,639,583,647,709,658,786,863,845,793,707,697,659,669,633,736,783,906,832,897,923,832,807,687,807,851,750,785,745,822,902,873,887,753,810,658,676,766,665,840,834,872,904,983,972,1031,914,929,927,857,771,858,873,992,979,1050,1025,920,973,869,775,924,859,930,796,954,985,1027,1046,968,918,850,876,844,786,820,830,939,850,965,851,677,19
