series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Idaho,243,198,185,190,196,181,240,236,291,279,316,247,231,241,234,242,221,216,252,233,278,342,324,279,236,230,244,213,193,255,230,283,278,280,274,262,265,224,220,243,203,251,216,266,275,318,283,278,253,237,240,280,265,268,276,263,317,352,362,316,265,259,220,270,205,212,299,298,310,353,292,274,291,224,245,249,229,264,288,324,304,334,352,362,310,257,322,278,253,274,266,295,336,364,307,322,271,303,294,264,238,318,271,292,329,383,330,312,277,277,265,257,218,281,288,281,296,285,210,104,6
Idaho Clearances,195,159,160,146,153,130,161,181,200,174,212,153,140,173,156,191,160,158,160,168,213,233,206,193,151,164,166,160,147,200,159,192,195,173,181,195,193,166,182,183,160,190,148,192,198,226,189,181,198,176,164,211,194,214,195,159,209,248,236,219,184,152,167,188,154,150,213,221,212,232,181,189,203,167,167,172,171,190,199,192,195,224,218,221,213,160,213,205,209,225,185,185,218,245,230,220,175,230,241,187,196,239,169,212,237,271,227,208,179,216,202,191,153,203,227,209,209,201,136,94,3
