series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
New Mexico,795,713,723,775,740,763,818,885,908,911,935,901,862,672,684,859,743,842,893,945,941,1046,1013,1012,997,932,850,920,931,1044,1106,1301,1133,1110,1045,979,947,962,874,875,849,979,959,1032,1019,1174,1217,967,1057,960,843,944,835,991,971,1126,1172,1118,1217,963,1061,747,786,975,905,911,1010,1015,1078,1066,1048,1029,943,730,850,852,834,915,1011,1055,1033,1227,1138,1212,1011,889,949,942,787,865,1005,1080,1108,1172,1141,1128,1060,920,914,942,914,931,1053,1084,1123,1167,1119,1121,935,817,884,834,778,843,843,822,923,950,934,572,6
New Mexico Clearances,367,308,311,341,325,393,400,401,367,420,441,411,416,308,346,414,405,440,449,478,478,548,490,458,481,427,433,411,440,457,481,600,474,494,451,434,382,410,396,416,317,419,397,447,412,487,445,425,369,391,350,353,301,377,358,445,434,395,407,346,355,271,286,366,329,341,341,362,392,370,384,357,299,255,270,240,254,259,314,338,390,396,335,344,306,292,271,308,248,297,303,372,393,371,372,380,321,314,304,301,301,302,351,334,358,379,378,373,249,278,325,278,285,294,296,319,332,386,396,215,1
