series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Maine,83,74,70,49,74,68,76,90,71,103,95,82,85,76,79,73,52,69,52,80,73,96,73,77,76,74,73,75,53,51,78,75,76,85,66,63,65,57,58,73,46,52,54,75,54,104,87,75,73,68,68,43,55,59,56,70,52,94,73,69,83,57,83,53,60,72,64,77,80,83,83,73,78,66,62,72,59,51,58,80,74,78,82,73,79,69,62,73,57,59,71,62,68,81,67,69,70,65,53,55,73,53,49,80,71,76,71,61,67,51,69,47,47,52,52,48,54,33,12,0,
Maine Clearances,64,60,52,37,66,49,58,64,61,84,65,62,55,60,72,55,52,60,47,65,62,81,64,57,55,61,54,55,40,50,58,60,59,67,53,56,50,52,51,56,37,39,43,60,43,77,67,55,40,62,55,42,46,52,44,59,42,75,50,59,61,46,61,48,47,48,54,57,49,64,58,52,49,52,39,52,38,44,38,60,51,53,57,51,42,50,52,53,46,42,47,49,46,53,45,46,50,43,41,37,41,44,40,51,55,51,55,47,48,34,48,33,35,36,38,40,42,25,10,0,
