series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
Rhode Island,117,120,126,110,111,122,126,131,152,150,119,137,141,113,102,126,91,96,122,133,168,149,133,128,151,113,115,89,97,88,99,128,128,178,136,105,107,110,97,101,91,119,94,115,124,141,131,129,107,132,126,128,133,101,89,153,164,174,195,151,161,102,95,120,87,105,129,126,134,132,123,140,127,90,102,79,94,108,92,121,99,118,110,97,105,83,81,90,69,112,123,109,79,109,109,110,97,83,82,69,76,97,84,123,94,90,115,86,98,96,79,75,60,76,79,86,78,85,72,22,0
Rhode Island Clearances,56,46,78,64,63,67,57,71,81,69,65,64,61,58,53,74,45,57,75,70,84,87,61,68,68,57,70,57,59,52,62,64,72,102,91,54,63,62,58,63,55,65,48,75,70,86,77,78,51,68,70,88,85,76,43,99,84,93,101,77,80,56,56,76,63,67,85,60,72,79,56,75,70,55,57,53,52,82,51,65,62,58,66,46,62,61,45,55,34,59,81,61,55,53,64,68,62,42,51,43,58,69,53,63,52,63,64,62,57,42,61,42,36,44,49,45,48,50,42,20,0
