series,"10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025"
California,8687,7516,7712,8005,7898,8417,8805,9438,9385,9679,9290,8943,8701,7969,7807,8211,7201,8878,8786,9253,9578,9882,9455,8880,9060,8173,8051,8275,7403,8500,8700,9530,9260,9887,9562,8947,8978,7897,8443,7915,7112,8542,8670,9312,9366,10000,9659,9328,8927,7991,8024,8167,7860,8271,8557,9900,10204,10281,10886,10455,10832,9131,9028,1366,1381,1786,1981,2464,2263,2527,2360,2380,2685,2523,2527,9815,9414,10904,10856,11205,11105,11660,11743,11591,11374,9386,9789,12605,9045,10150,10822,11370,10903,11993,11871,11508,14317,10096,10486,9990,9458,10468,10392,10981,11348,11506,11280,11183,10713,9342,9511,6769,6139,7210,7338,8017,7368,7764,7505,5692,956
California Clearances,4662,3975,4295,4432,4350,4444,4601,4862,4862,4726,5033,4646,4367,4334,4147,4293,3829,4718,4623,5146,5118,4946,5343,4913,4822,4144,4345,4455,4040,4300,4755,5169,4777,5172,5141,4717,5117,4305,4566,4393,3978,4514,4781,4934,4962,5267,5287,4914,4798,4224,4305,4423,4361,4743,4906,5124,4880,5256,5368,5137,5108,4120,4456,360,383,576,618,773,724,862,796,939,920,888,967,4435,4354,5060,4668,5223,5263,5457,5870,5557,5190,4662,4679,4885,4327,4813,4852,5130,5040,5625,5641,5334,5428,4913,4950,5173,4994,5175,5309,5179,5253,5576,5274,5411,5212,4705,4652,3385,2965,3602,3678,3974,3537,4050,3738,2937,473
